Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.139	0.001716	-0.009225	0.070672	0.000399	0.004155	0.005823	-0.002011	0.003651
0.1395	0.000124	-0.010274	0.045713	0.004745	0.006195	0.01933	0.000843	0.002859
0.14	0.000532	-0.007379	0.043458	0.008648	0.007089	0.030775	0.00129	0.000805
0.1405	0.000809	-0.001997	0.071541	0.007268	0.006227	0.032032	0.000771	-0.001494
0.141	-0.001174	0.003717	0.104184	-2.8e-05	0.003494	0.022493	-0.000367	-0.001896
0.1415	-0.00427	0.009845	0.119979	-0.01024	0.000474	0.008943	-0.001309	-0.000873
0.142	-0.005027	0.016418	0.123886	-0.017924	-0.00049	-0.000925	0.000197	-0.001664
0.1425	-0.003051	0.020226	0.135852	-0.020381	0.001156	-0.003995	0.006103	-0.004187
0.143	-0.002495	0.017608	0.161108	-0.019648	0.002729	-0.001107	0.013293	-0.004556
0.1435	-0.006058	0.010759	0.161269	-0.017829	0.001692	0.003698	0.015528	-0.002709
0.144	-0.010369	0.006415	0.078219	-0.016965	-0.000511	0.00558	0.010926	-0.002243
0.1445	-0.010999	0.006802	-0.081692	-0.023273	-0.001588	0.004181	0.003508	-0.003003
0.145	-0.00821	0.008299	-0.223829	-0.046569	-0.001106	0.003926	-0.000324	-0.003262
0.1455	-0.004986	0.008106	-0.269562	-0.088039	-0.000108	0.008687	0.001815	-0.003353
0.146	-0.00275	0.006824	-0.24409	-0.129711	-0.000299	0.017055	0.004251	-0.003112
0.1465	-0.000362	0.005102	-0.220227	-0.148123	-0.001267	0.02217	0.000301	-0.002224
0.147	0.00347	0.001945	-0.229706	-0.137578	-0.00085	0.018675	-0.008827	-0.001915
0.1475	0.008215	-0.001919	-0.271288	-0.108455	0.001782	0.009993	-0.015383	-0.003437
0.148	0.012281	-0.003768	-0.338663	-0.06599	0.005	0.003415	-0.014157	-0.005944
0.1485	0.014611	-0.002817	-0.397542	-0.007697	0.005767	0.001204	-0.008079	-0.00732
0.149	0.015157	-0.000972	-0.395443	0.059114	0.003664	0.001051	-0.002904	-0.005798
0.1495	0.014442	-7.8e-05	-0.314402	0.112691	0.001566	0.001165	-0.0001	-0.002067
0.15	0.013045	-9.3e-05	-0.167817	0.134493	0.000514	0.002404	0.002316	-6.5e-05
0.1505	0.010815	-0.000715	0.034961	0.126791	-0.00064	0.004949	0.004724	-0.000859
0.151	0.007952	-0.001785	0.260275	0.105558	-0.001084	0.006645	0.005078	-0.001692
0.1515	0.005573	-0.001061	0.414595	0.082722	0.000471	0.006553	0.002869	-0.002303
0.152	0.003394	0.003398	0.420151	0.063827	0.002283	0.004919	0.000241	-0.00326
0.1525	0.000406	0.00768	0.320099	0.051513	0.002464	0.002065	-0.000695	-0.003488
0.153	-0.003502	0.005358	0.234023	0.044825	0.00215	-0.000435	-0.000384	-0.00283
0.1535	-0.007837	-0.002245	0.216205	0.040127	0.002666	-0.001238	-0.00096	-0.001974
0.154	-0.011091	-0.007461	0.220298	0.032178	0.002687	-0.001017	-0.002698	-0.001234
0.1545	-0.01165	-0.00696	0.187594	0.013772	0.000387	-0.001137	-0.00366	-0.001293
0.155	-0.009861	-0.003983	0.11392	-0.018726	-0.002736	-0.001402	-0.002079	-0.003208
0.1555	-0.008647	-0.002963	0.039131	-0.056115	-0.003773	-0.001164	0.001206	-0.005811
0.156	-0.009467	-0.003655	0.007224	-0.081385	-0.002803	-0.001122	0.00302	-0.006917
0.1565	-0.009405	-0.001966	0.029194	-0.087107	-0.001478	-0.002031	0.001852	-0.007205
0.157	-0.006644	0.001667	0.071562	-0.080771	-0.000793	-0.004745	-0.001596	-0.007549
0.1575	-0.003151	0.002836	0.090429	-0.072999	-0.000727	-0.009997	-0.005679	-0.00739
0.158	-0.000159	0.002083	0.072122	-0.065181	7.2e-05	-0.014792	-0.006211	-0.007664
0.1585	0.002009	0.003462	0.032635	-0.050775	0.001976	-0.015039	-0.000774	-0.008386
0.159	0.000822	0.006756	-0.009251	-0.02777	0.003338	-0.013597	0.003874	-0.006989
0.1595	-0.004915	0.00847	-0.044927	-0.004006	0.003172	-0.016756	-0.001509	-0.004247
0.16	-0.010752	0.007505	-0.069197	0.012169	0.001934	-0.024446	-0.014142	-0.003875
0.1605	-0.012211	0.00518	-0.078993	0.021135	3.5e-05	-0.030636	-0.020632	-0.004938
0.161	-0.010547	0.002325	-0.08117	0.028111	-0.001519	-0.029381	-0.014252	-0.004431
0.1615	-0.009	-0.001964	-0.088467	0.034515	-0.001151	-0.018728	-0.003943	-0.002594
0.162	-0.00881	-0.009254	-0.102528	0.038532	0.00049	-0.002123	-0.001202	-0.000577
0.1625	-0.00991	-0.017495	-0.106802	0.039649	0.001345	0.011942	-0.004457	0.000246
0.163	-0.011261	-0.021258	-0.085607	0.038456	0.000425	0.013395	-0.005089	-0.000737
0.1635	-0.010761	-0.020092	-0.047468	0.035501	-0.002654	-0.001722	-0.001239	-0.001844
0.164	-0.007623	-0.020513	-0.016329	0.032138	-0.006488	-0.023831	0.002739	-0.001821
0.1645	-0.003424	-0.026727	-0.004086	0.029844	-0.007743	-0.03311	0.004132	-0.001352
0.165	0.000516	-0.035641	-0.004646	0.02778	-0.005253	-0.019096	0.003973	-0.002138
0.1655	0.003589	-0.042066	-0.008067	0.024544	-0.001553	0.003986	0.003613	-0.004224
0.166	0.005089	-0.043415	-0.01032	0.020571	-0.000172	0.010013	0.002598	-0.00467
0.1665	0.005709	-0.0397	-0.012273	0.015452	-0.002455	-0.011155	0.001357	-0.001417
0.167	0.006505	-0.031669	-0.013923	0.006738	-0.005851	-0.040792	0.001903	0.003542
0.1675	0.006763	-0.017542	-0.012569	-0.005441	-0.007082	-0.048457	0.004067	0.006113
0.168	0.005269	0.006171	-0.00702	-0.01603	-0.007414	-0.023354	0.006285	0.005166
0.1685	0.003346	0.035429	0.000444	-0.021515	-0.009538	0.016236	0.008061	0.003603
0.169	0.00509	0.054631	0.007278	-0.023014	-0.011979	0.042385	0.008789	0.003186
0.1695	0.010929	0.052105	0.013106	-0.019995	-0.01282	0.0427	0.008535	0.00366
0.17	0.014762	0.037376	0.017134	-0.010294	-0.012666	0.030207	0.00918	0.005463
0.1705	0.0123	0.030247	0.015041	0.003059	-0.011172	0.026625	0.012497	0.007549
0.171	0.00669	0.034192	0.004146	0.012687	-0.007417	0.036668	0.017204	0.007653
0.1715	0.002958	0.034801	-0.009807	0.014895	-0.003344	0.045512	0.018188	0.00665
0.172	0.002269	0.023832	-0.016824	0.012415	-0.001531	0.040313	0.011777	0.006057
0.1725	0.003708	0.010276	-0.012299	0.009316	-0.000737	0.025776	0.002018	0.005275
0.173	0.006549	0.005095	-0.001546	0.006453	0.001059	0.013802	-0.002897	0.005202
0.1735	0.00935	0.007534	0.00544	0.000569	0.001886	0.007388	-0.000824	0.006678
0.174	0.010011	0.010548	0.004662	-0.010088	-0.000256	0.003003	0.003316	0.008296
0.1745	0.007643	0.011009	0.000708	-0.020011	-0.002947	8.3e-05	0.004702	0.009703
0.175	0.004812	0.01109	0.000156	-0.023272	-0.003327	0.000161	0.001266	0.010635
0.1755	0.004265	0.012428	0.005877	-0.020748	-0.001855	0.001764	-0.005203	0.010028
0.176	0.003335	0.012677	0.015477	-0.016347	-8.1e-05	0.002406	-0.008581	0.008361
0.1765	-0.001746	0.008938	0.023941	-0.012248	0.001036	0.001837	-0.005084	0.006848
0.177	-0.008973	0.002653	0.027398	-0.008973	0.001681	0.000735	0.001434	0.005788
0.1775	-0.013169	-0.001205	0.021597	-0.006724	0.002976	-0.000293	0.004841	0.004904
0.178	-0.011791	-0.001556	-0.000345	-0.006235	0.003886	-0.001056	0.003884	0.004512
0.1785	-0.005643	-0.001729	-0.040917	-0.009574	0.002595	-0.001852	0.001095	0.004365
0.179	0.002027	-0.00247	-0.089912	-0.015986	0.000528	-0.002667	-0.001048	0.003869
0.1795	0.005653	-0.002838	-0.129063	-0.018743	0.00021	-0.003051	-0.000899	0.004561
0.18	0.003361	-0.002822	-0.144735	-0.013251	0.002059	-0.002878	0.00141	0.005913
0.1805	0.00121	-0.002003	-0.135318	-0.003735	0.00423	-0.003096	0.0042	0.004356
0.181	0.004615	-0.000866	-0.107274	0.000554	0.004714	-0.004164	0.006256	0.000997
0.1815	0.010973	-0.000513	-0.061495	-0.006639	0.003762	-0.004322	0.0065	-0.000582
0.182	0.013998	-0.000591	0.015692	-0.021583	0.002623	-0.00235	0.004509	-0.001508
0.1825	0.01097	-0.00078	0.132704	-0.032383	0.001509	-0.000434	0.002284	-0.00299
0.183	0.004876	-0.001147	0.253648	-0.031038	0.00052	-0.000637	0.001799	-0.003277
0.1835	0.000495	-0.000853	0.303386	-0.021869	0.000738	-0.00185	0.002565	-0.003381
0.184	-0.000982	-0.000308	0.241171	-0.014529	0.002384	-0.002804	0.002833	-0.004831
0.1845	-0.002019	-0.00188	0.116527	-0.012576	0.003293	-0.003267	0.000907	-0.004849
0.185	-0.003849	-0.006227	0.021525	-0.012308	0.002176	-0.003036	-0.001924	-0.002571
0.1855	-0.005173	-0.010725	-0.004714	-0.007673	0.001453	-0.003032	-0.001001	-0.001412
0.186	-0.004746	-0.012445	0.00425	0.004521	0.003675	-0.00368	0.0046	-0.001805
0.1865	-0.001664	-0.01204	0.00512	0.020633	0.007363	-0.003549	0.009568	-0.000649
0.187	0.003568	-0.012427	-0.011256	0.032006	0.009223	-0.003125	0.009069	0.002571
0.1875	0.007305	-0.0138	-0.036264	0.033277	0.008248	-0.004775	0.003501	0.005071
0.188	0.006597	-0.014116	-0.065708	0.027604	0.005692	-0.007959	-0.002725	0.005591
0.1885	0.003701	-0.01299	-0.094881	0.020921	0.003731	-0.009582	-0.005862	0.005482
0.189	0.002789	-0.012332	-0.111203	0.016095	0.003929	-0.008465	-0.005681	0.005545
0.1895	0.00385	-0.013195	-0.106109	0.014301	0.004494	-0.00623	-0.003302	0.006339
0.19	0.00403	-0.0127	-0.092406	0.015622	0.002986	-0.004109	0.000597	0.008609
0.1905	0.002956	-0.008626	-0.08958	0.018809	0.001758	-0.001644	0.004637	0.011421
0.191	0.002247	-0.004289	-0.081381	0.021864	0.003881	0.000953	0.005888	0.012555
0.1915	0.001584	-0.002968	-0.016882	0.023697	0.006533	0.000919	0.002142	0.010663
0.192	-9.1e-05	-0.002995	0.119507	0.02526	0.005684	-0.003572	-0.004783	0.007689
0.1925	-0.001523	-0.000974	0.252184	0.025235	0.003343	-0.008221	-0.010103	0.007006
0.193	-0.002079	0.003121	0.26005	0.020111	0.00387	-0.007452	-0.010153	0.008702
0.1935	-0.003969	0.006187	0.105577	0.010538	0.006927	-0.002889	-0.005685	0.01009
0.194	-0.008117	0.00702	-0.086761	0.000712	0.008593	0.000148	-0.001404	0.008724
0.1945	-0.011903	0.006297	-0.135486	-0.006286	0.007186	0.000692	-2.1e-05	0.004534
0.195	-0.013314	0.004148	-0.011174	-0.008611	0.004821	0.001139	-5.5e-05	-0.000118
0.1955	-0.01391	0.001193	0.12175	-0.005489	0.00351	0.001531	-0.000622	-0.003896
0.196	-0.014716	-0.001753	0.110364	-0.000122	0.00297	-0.00019	-0.002804	-0.006835
0.1965	-0.014414	-0.004628	-0.011667	0.002998	0.002423	-0.003604	-0.006656	-0.007166
0.197	-0.012891	-0.006775	-0.104864	0.003121	0.001928	-0.005692	-0.009852	-0.0041
0.1975	-0.010787	-0.006972	-0.106758	0.000931	0.001343	-0.004997	-0.009344	-0.00174
0.198	-0.008322	-0.006017	-0.064783	-0.001763	-0.000148	-0.003852	-0.004475	-0.002821
0.1985	-0.006578	-0.005878	-0.035091	-0.002374	-0.001683	-0.004918	0.001959	-0.004599
0.199	-0.006616	-0.006334	-0.023722	-0.001846	-0.001367	-0.006917	0.00687	-0.005318
0.1995	-0.008176	-0.005747	-0.012757	-0.001386	1.9e-05	-0.006721	0.010022	-0.006524
0.2	-0.010145	-0.00354	0.010995	-1.2e-05	0.000357	-0.003462	0.012463	-0.008194
0.2005	-0.011192	-0.000598	0.048241	0.000822	-0.001014	0.001329	0.014306	-0.007244
0.201	-0.009882	0.001835	0.081335	-0.002017	-0.003471	0.005925	0.015024	-0.003047
0.2015	-0.006101	0.003414	0.089226	-0.008379	-0.005711	0.009511	0.014246	-0.000584
0.202	-0.001878	0.004283	0.077847	-0.015861	-0.006544	0.011678	0.012583	-0.003995
0.2025	0.000604	0.005258	0.074417	-0.022625	-0.005781	0.011557	0.010976	-0.010316
0.203	0.000944	0.007494	0.082154	-0.025154	-0.004834	0.008295	0.00774	-0.012832
0.2035	0.00089	0.009543	0.062586	-0.020591	-0.004984	0.00352	-0.0025	-0.010604
0.204	0.00197	0.008814	-0.022451	-0.011593	-0.005683	0.000607	-0.023562	-0.009225
0.2045	0.003628	0.005694	-0.154415	-0.001712	-0.006526	0.000304	-0.05111	-0.009761
0.205	0.00515	0.002365	-0.25125	0.007477	-0.007262	0.000373	-0.078431	-0.008352
0.2055	0.00632	0.000434	-0.239741	0.01351	-0.006677	-0.000498	-0.111238	-0.005757
0.206	0.006643	0.000449	-0.138079	0.014396	-0.004823	-0.001027	-0.16332	-0.00498
0.2065	0.005793	0.000688	-0.034164	0.010124	-0.003627	-0.000401	-0.230225	-0.005201
0.207	0.004711	-0.000394	0.016751	0.001376	-0.003864	-4e-06	-0.282262	-0.005498
0.2075	0.005958	-0.000958	0.030977	-0.00823	-0.00399	-0.000747	-0.289307	-0.006973
0.208	0.009247	0.000255	0.033415	-0.011073	-0.003323	-0.002555	-0.236778	-0.008399
0.2085	0.010683	0.002274	0.011957	-0.00475	-0.003233	-0.005115	-0.127648	-0.007356
0.209	0.009881	0.004706	-0.041291	0.003048	-0.004153	-0.005988	0.004791	-0.005506
0.2095	0.009238	0.006509	-0.087242	0.005237	-0.004368	-0.001898	0.114062	-0.006034
0.21	0.008334	0.006112	-0.07399	0.002569	-0.00205	0.006776	0.202492	-0.007834
0.2105	0.006009	0.004233	-0.001727	-0.00139	0.001848	0.016449	0.318776	-0.007584
0.211	0.003353	0.002617	0.067425	-0.004972	0.004431	0.024071	0.45446	-0.005033
0.2115	0.002275	0.001077	0.071329	-0.007898	0.004806	0.02746	0.501864	-0.002651
0.212	0.004116	-0.001514	0.011403	-0.009887	0.004327	0.025612	0.376004	-0.002836
0.2125	0.008562	-0.004818	-0.055513	-0.010902	0.003854	0.020494	0.141256	-0.005744
0.213	0.012691	-0.006967	-0.0801	-0.01059	0.003004	0.014196	-0.041807	-0.007773
0.2135	0.01463	-0.005668	-0.062572	-0.007887	0.001718	0.006968	-0.077741	-0.006451
0.214	0.015836	-0.000898	-0.035439	-0.004093	0.000174	-0.000332	-0.00913	-0.004781
0.2145	0.016251	0.003827	-0.021559	-0.002777	-0.001823	-0.007584	0.051279	-0.005167
0.215	0.01351	0.005378	-0.020068	-0.004491	-0.002925	-0.015062	0.035414	-0.006222
0.2155	0.008036	0.00396	-0.021705	-0.006191	-0.001217	-0.020016	-0.027096	-0.006968
0.216	0.002839	0.001287	-0.022336	-0.006251	0.002099	-0.019832	-0.060967	-0.007291
0.2165	-0.000712	-0.001622	-0.020667	-0.005914	0.003862	-0.016216	-0.037131	-0.006384
0.217	-0.003632	-0.004318	-0.011738	-0.005767	0.003424	-0.012973	0.006371	-0.003713
0.2175	-0.006652	-0.00567	0.008116	-0.00542	0.002814	-0.011511	0.025434	-0.001045
0.218	-0.008678	-0.004891	0.033418	-0.006309	0.00253	-0.011249	0.017529	-0.001114
0.2185	-0.008479	-0.003264	0.05358	-0.008853	0.001498	-0.01232	0.005524	-0.003186
0.219	-0.006506	-0.001555	0.061016	-0.009216	0.00035	-0.013397	0.004317	-0.004482
0.2195	-0.004318	0.00134	0.055748	-0.006092	-3e-05	-0.010484	0.013589	-0.005184
0.22	-0.00316	0.004496	0.045281	-0.004204	-0.000529	-0.002987	0.025774	-0.007313
0.2205	-0.003277	0.004425	0.035421	-0.004447	-0.001664	0.003295	0.031216	-0.009946
0.221	-0.003485	0.000519	0.023796	-0.00315	-0.002206	0.004239	0.022455	-0.009614
0.2215	-0.002754	-0.0033	0.008291	-0.001787	-0.00107	0.001828	-0.000538	-0.005241
0.222	-0.002267	-0.003925	-0.004962	-0.002916	0.000688	-0.001314	-0.030506	0.000861
0.2225	-0.002534	-0.001706	-0.00854	-0.004467	0.001193	-0.003657	-0.056524	0.004628
0.223	-0.00217	0.002396	-0.003327	-0.005026	0.000459	-0.003824	-0.06668	0.003336
0.2235	-0.00152	0.007168	0.004569	-0.006751	-0.000252	-0.002373	-0.057054	0.000579
0.224	-0.001877	0.009425	0.012619	-0.015847	-0.000737	-0.00077	-0.041229	0.001329
0.2245	-0.002881	0.006621	0.023364	-0.037554	-0.001588	0.001269	-0.042468	0.003348
0.225	-0.004032	0.000977	0.03851	-0.06335	-0.002734	0.00406	-0.076303	0.002801
0.2255	-0.005351	-0.002742	0.051398	-0.07451	-0.003948	0.005431	-0.142506	0.0016
0.226	-0.006333	-0.003123	0.050159	-0.064821	-0.005332	0.003974	-0.217734	0.002418
0.2265	-0.007019	-0.00213	0.034985	-0.044729	-0.00656	0.00153	-0.245696	0.004624
0.227	-0.008145	-0.00165	0.023564	-0.022534	-0.007703	4.1e-05	-0.175666	0.007072
0.2275	-0.008896	-0.001476	0.028293	0.00103	-0.008805	0.000278	-0.045111	0.007742
0.228	-0.00775	0.000451	0.037204	0.025091	-0.008716	0.00194	0.034934	0.004926
0.2285	-0.005288	0.00377	0.032611	0.047114	-0.007197	0.003449	0.02387	0.002229
0.229	-0.003362	0.005333	0.018828	0.062937	-0.00532	0.004186	0.005152	0.00414
0.2295	-0.002154	0.004311	0.012767	0.067555	-0.003956	0.003983	0.043578	0.008451
0.23	-0.000552	0.002598	0.017296	0.059944	-0.004198	0.002113	0.079653	0.010434
0.2305	0.000869	0.002153	0.021108	0.045479	-0.00622	1.3e-05	0.035874	0.009443
0.231	0.000696	0.003322	0.018012	0.032272	-0.007736	-3.3e-05	-0.054661	0.006652
0.2315	-0.000953	0.003986	0.013111	0.026915	-0.007123	0.001038	-0.105705	0.00314
0.232	-0.003767	0.002708	0.011609	0.031576	-0.005567	0.000995	-0.101229	0.002019
0.2325	-0.006668	0.001203	0.012324	0.041742	-0.003607	0.000397	-0.082688	0.005144
0.233	-0.007072	0.000834	0.012612	0.051605	-0.001122	0.000257	-0.052557	0.009441
0.2335	-0.005175	0.000624	0.011312	0.058833	-0.00036	-0.000671	0.027468	0.010781
0.234	-0.003056	0.000259	0.007697	0.059857	-0.002393	-0.002098	0.143559	0.008647
0.2345	-0.000324	0.000673	0.002544	0.052116	-0.004312	-0.001733	0.210406	0.005578
0.235	0.003035	0.000987	-0.001604	0.041846	-0.003899	0.000525	0.178505	0.004037
0.2355	0.005823	-0.000627	-0.003626	0.038029	-0.002178	0.002867	0.104814	0.004883
0.236	0.008716	-0.002493	-0.004798	0.040763	3.4e-05	0.004109	0.068584	0.006589
0.2365	0.011456	-0.001165	-0.006365	0.043231	0.003086	0.00377	0.06615	0.006983
0.237	0.011276	0.002434	-0.008271	0.040207	0.005447	0.001576	0.046802	0.006553
0.2375	0.007534	0.004621	-0.009275	0.03065	0.00512	-0.001694	0.006458	0.005856
0.238	0.002875	0.004394	-0.008657	0.01874	0.003063	-0.004056	-0.018768	0.004199
0.2385	0.000338	0.002572	-0.007933	0.010914	0.001537	-0.004087	-0.021424	0.003208
0.239	0.001235	7e-05	-0.0088	0.00732	0.002198	-0.002667	-0.025986	0.00419
0.2395	0.004076	-0.001709	-0.010535	-0.00033	0.00529	-0.001558	-0.035109	0.005103
0.24	0.006501	-0.002588	-0.011501	-0.023182	0.008345	-0.000514	-0.02021	0.004631
0.2405	0.007597	-0.004034	-0.011311	-0.064619	0.008424	0.00116	0.028462	0.004015
0.241	0.006642	-0.00667	-0.010565	-0.108611	0.005947	0.002138	0.073826	0.004138
0.2415	0.002816	-0.009543	-0.010294	-0.128138	0.004219	0.001606	0.07335	0.004196
0.242	-0.001947	-0.011054	-0.01052	-0.114268	0.00473	0.00118	0.032917	0.002901
0.2425	-0.004214	-0.009584	-0.009344	-0.084882	0.005734	0.001922	-0.004048	-0.00037
0.243	-0.003689	-0.004951	-0.005856	-0.057964	0.006433	0.002808	-0.012047	-0.004194
0.2435	-0.002356	0.000624	-0.002145	-0.032171	0.007774	0.003052	-0.004232	-0.005263
0.244	-0.001465	0.004909	-0.000243	-0.00086	0.009214	0.002395	-0.001826	-0.002687
0.2445	-0.00137	0.007815	0.000228	0.030941	0.009427	0.000319	-0.006509	0.000115
0.245	-0.001864	0.009045	-0.000508	0.052631	0.008425	-0.001802	-0.009826	0.000702
0.2455	-0.002735	0.006515	-0.003112	0.061293	0.00692	-0.001933	-0.011533	0.00062
0.246	-0.003976	0.000548	-0.006068	0.061945	0.006063	-0.001512	-0.017548	0.001141
0.2465	-0.005146	-0.003603	-0.007521	0.05903	0.006424	-0.002761	-0.027851	0.000834
0.247	-0.005373	-0.00243	-0.00854	0.053336	0.006085	-0.005866	-0.03351	-0.001274
0.2475	-0.004004	0.000713	-0.009825	0.045769	0.003913	-0.010495	-0.028702	-0.003185
0.248	-0.001002	0.001485	-0.009854	0.038119	0.001916	-0.014235	-0.020653	-0.003245
0.2485	0.002526	0.000333	-0.007994	0.02902	0.000971	-0.013664	-0.020144	-0.003005
0.249	0.004486	-0.000339	-0.005966	0.014701	-0.000749	-0.009398	-0.02719	-0.003525
0.2495	0.004502	-0.000986	-0.005736	-0.004668	-0.004304	-0.005112	-0.031336	-0.003785
0.25	0.005177	-0.002917	-0.006157	-0.024447	-0.006947	-0.002704	-0.024791	-0.00374
0.2505	0.007669	-0.004415	-0.003978	-0.038914	-0.004956	-0.001747	-0.010421	-0.003742
0.251	0.008985	-0.003549	0.000621	-0.042847	0.000199	-0.001322	0.00521	-0.003162
0.2515	0.00709	-0.001076	0.003289	-0.035809	0.003313	-0.000543	0.015579	-0.002725
0.252	0.00361	0.000714	0.001599	-0.022992	0.001582	0.000476	0.010156	-0.00363
0.2525	0.000127	0.000784	-0.002589	-0.011128	-0.002718	0.001701	-0.015288	-0.004722
0.253	-0.002156	0.001276	-0.007569	-0.006572	-0.004508	0.004357	-0.042593	-0.004655
0.2535	-0.001916	0.003748	-0.012838	-0.010831	-0.001819	0.008013	-0.044601	-0.0038
0.254	-0.000588	0.006264	-0.016323	-0.016899	0.001692	0.010293	-0.018848	-0.00247
0.2545	-0.000674	0.006465	-0.015944	-0.01727	0.001314	0.009884	0.008171	-0.000478
0.255	-0.001592	0.004573	-0.013158	-0.014299	-0.00229	0.00736	0.011106	0.001722
0.2555	-0.001967	0.002977	-0.01184	-0.014756	-0.004306	0.004289	-0.015472	0.00409
0.256	-0.002612	0.002649	-0.01291	-0.01865	-0.002694	0.00257	-0.062784	0.006948
0.2565	-0.003937	0.001751	-0.012986	-0.021532	0.000473	0.003	-0.10833	0.008866
0.257	-0.004726	-0.001158	-0.010418	-0.020925	0.00162	0.003697	-0.111023	0.009075
0.2575	-0.004084	-0.004473	-0.007875	-0.01847	-0.000644	0.003505	-0.040015	0.008919
0.258	-0.00252	-0.004764	-0.007875	-0.017501	-0.002471	0.004416	0.073146	0.008649
0.2585	-0.001871	-0.001281	-0.009445	-0.017001	-0.000322	0.006566	0.140395	0.008434
0.259	-0.00308	0.001955	-0.008932	-0.014382	0.003174	0.007436	0.102143	0.009697
0.2595	-0.004739	0.000526	-0.004501	-0.010707	0.004526	0.006263	-0.012052	0.012212
0.26	-0.004849	-0.005551	0.000365	-0.007879	0.004745	0.003735	-0.123103	0.013321
0.2605	-0.003649	-0.012395	0.001359	-0.005918	0.005044	0.001356	-0.174924	0.010808
0.261	-0.003468	-0.014876	-3.1e-05	-0.003997	0.004076	0.000801	-0.149535	0.006294
0.2615	-0.004432	-0.011054	-1.9e-05	-0.00289	0.001884	0.000779	-0.046739	0.004395
0.262	-0.00424	-0.006266	0.000685	-0.003235	0.000359	-0.000378	0.107325	0.006606
0.2625	-0.002492	-0.006352	-0.000151	-0.003136	0.000775	-0.000199	0.241323	0.008113
0.263	-0.001253	-0.008934	-0.001194	-0.001234	0.002462	0.003326	0.276523	0.004866
0.2635	-0.002312	-0.007863	0.000203	0.001454	0.002821	0.007012	0.206915	-0.000366
0.264	-0.004804	-0.001665	0.003457	0.003226	0.001545	0.007347	0.11518	-0.003683
0.2645	-0.005807	0.005694	0.005079	0.003161	0.001237	0.004823	0.07769	-0.004789
0.265	-0.00385	0.00981	0.003897	0.001709	0.002117	0.001798	0.074444	-0.00521
0.2655	-0.000999	0.008643	0.002415	0.001207	0.002127	-0.000636	0.033677	-0.006739
0.266	0.00014	0.003006	0.002412	0.003387	0.001339	-0.002928	-0.058089	-0.010056
0.2665	0.000495	-0.002937	0.003346	0.006551	0.001338	-0.004912	-0.144	-0.013988
0.267	0.001719	-0.005677	0.004116	0.007897	0.00238	-0.005605	-0.177464	-0.015986
0.2675	0.002131	-0.005511	0.004055	0.006008	0.004035	-0.004957	-0.162314	-0.014668
0.268	0.000116	-0.003691	0.002891	0.002814	0.004869	-0.004563	-0.117911	-0.011914
