Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
2.66999999999997	534.141	1977.275	953.339	279.109	1964.058	949.554	465.693	1787.452	981.335	378.435	1785.689	981.593	572.185	1883.577	885.989	238.169	1861.551	888.135	496.209	2061.328	767.528	542.536	2058.808	493.337	431.702	2055.741	484.54	546.379	2072.635	231.779	509.437	2093.724	67.748	427.736	2128.39	90.96	444.932	2285.152	48.209	502.985	2273.05	58.939	545.77	2234.455	15.04	305.566	1955.919	675.712	252.217	1802.949	488.067	369.292	1819.493	467.719	242.974	1653.173	266.096	274.769	1564.901	118.406	363.27	1583.261	136.932	379.593	1671.099	12.597	324.444	1709.14	28.57	271.778	1655.494	15.389
2.67499999999997	534.456	1983.35	953.726	279.558	1970.565	949.919	466.427	1793.885	982.08	379.076	1792.322	981.612	572.851	1889.919	886.533	238.852	1868.553	888.109	496.757	2067.443	767.935	542.723	2065.523	494.493	431.52	2060.82	485.742	546.978	2076.743	232.413	509.281	2094.114	68.12	427.84	2129.245	91.109	444.876	2286.101	46.45	502.876	2274.176	57.25	546.141	2235.259	14.284	306.333	1963.767	676.201	252.149	1811.683	487.76	369.494	1828.152	467.446	242.635	1659.048	267.936	273.941	1568.263	121.686	362.647	1587.335	139.769	379.712	1671.321	12.699	324.475	1709.658	27.963	271.878	1655.93	15.549
2.67999999999997	535.018	1989.409	954.584	280.111	1976.998	950.25	466.963	1800.463	982.872	379.552	1798.788	982.132	573.661	1896.277	887.544	239.464	1875.499	888.374	497.301	2073.338	768.629	542.606	2072.581	495.562	431.588	2066.449	487.417	547.305	2080.649	233.192	509.26	2094.75	68.65	428.003	2130.46	91.106	444.986	2286.863	45.018	502.935	2275.388	55.931	546.543	2235.858	13.715	307.139	1971.726	676.673	252.009	1820.591	487.863	369.741	1836.946	467.484	242.25	1664.878	270.127	273.195	1571.999	124.947	361.83	1591.539	142.828	379.912	1671.747	12.874	324.382	1710.027	27.609	271.975	1656.378	15.768
2.68499999999996	535.166	1994.687	954.977	280.664	1983.405	950.675	467.382	1806.691	984.019	379.9	1805.295	982.903	574.462	1902.457	889.314	240.127	1882.62	888.548	497.526	2079.02	769.423	542.382	2079.731	496.403	432.216	2072.407	489.241	547.692	2083.977	234.098	509.46	2095.746	68.989	428.095	2131.752	91.045	444.99	2287.352	43.521	503.028	2276.474	54.375	546.927	2236.051	13.329	307.993	1979.914	677.371	251.847	1829.833	487.907	369.861	1846.533	466.823	241.78	1671.199	272.35	272.526	1576.229	128.54	360.974	1596.455	145.785	380.05	1672.199	13.106	324.308	1710.048	27.267	272.092	1657.096	15.995
2.68999999999996	535.891	2000.948	955.771	281.322	1989.732	951.213	467.944	1812.827	985.235	380.368	1811.814	983.62	575.017	1908.34	890.543	240.78	1889.723	888.643	497.451	2084.635	770.616	542.177	2086.75	497.238	433.031	2078.549	490.726	548.092	2086.538	234.668	509.776	2096.832	69.111	428.202	2132.755	90.922	444.845	2287.7	42.159	502.819	2277.288	53.026	547.323	2236.361	13.044	308.888	1988.174	678.256	251.643	1839.437	487.944	370.113	1856.112	466.926	241.26	1677.802	274.845	271.771	1580.57	132.333	360.209	1601.696	148.862	380.189	1672.63	13.325	324.389	1710.097	27.13	272.143	1657.99	16.476
2.69499999999996	536.872	2007.015	957.109	282.082	1996.073	951.905	468.257	1819.275	986.312	380.548	1818.288	984.515	575.481	1914.142	891.877	241.326	1896.819	889.151	497.355	2090.338	771.925	542.131	2093.359	497.902	433.903	2085.236	492.572	548.535	2088.957	235.269	510.121	2097.911	69.297	428.303	2133.448	90.909	444.417	2288.144	40.549	502.28	2277.862	51.635	547.596	2236.619	12.713	309.729	1996.468	679.128	251.299	1849.238	488.118	370.147	1865.865	466.945	240.632	1684.798	277.537	271.027	1585.526	136.242	359.248	1607.432	151.938	380.298	1673.114	13.486	324.513	1710.218	27.104	272.215	1658.832	17.007
2.69999999999996	537.787	2013.201	958.093	283.158	2002.542	952.689	468.082	1826.082	986.825	380.922	1824.627	985.637	575.767	1919.523	893.163	242.018	1904.04	889.457	496.898	2096.149	773.191	542.191	2099.437	498.327	434.933	2091.844	493.23	548.807	2091.465	235.376	510.229	2098.82	69.1	428.271	2134.115	90.841	443.851	2288.419	38.888	501.715	2278.363	50.405	547.718	2237.052	12.341	310.612	2004.852	680.066	250.935	1859.303	488.278	369.912	1876.19	466.988	240.06	1692.091	280.328	270.131	1590.98	140.111	358.304	1613.485	155.304	380.418	1673.689	13.87	324.573	1710.492	27.071	272.256	1659.792	17.615
2.70499999999996	538.605	2019.433	959.178	285.055	2010.732	954.487	468.428	1832.426	987.943	381.406	1831.111	986.505	575.803	1924.92	894.356	242.685	1911.177	889.759	496.577	2102.086	774.782	542.435	2104.853	498.819	435.878	2098.577	493.75	548.993	2093.97	235.383	510.262	2099.545	69.251	428.111	2134.747	90.697	443.253	2288.718	37.292	501.097	2278.784	49.395	547.781	2237.261	12.322	311.514	2013.328	681.042	250.495	1869.421	488.607	369.136	1887.854	466.846	239.721	1700.15	282.512	269.304	1596.492	144.383	357.551	1619.683	158.49	380.544	1674.441	14.522	324.61	1711.069	27.163	272.353	1660.951	18.356
2.70999999999996	539.72	2025.642	960.426	286.236	2017.319	955.344	468.701	1838.891	988.803	381.83	1837.449	987.39	576.314	1931.533	895.39	243.491	1918.23	890.279	496.266	2108.171	775.844	542.766	2109.719	498.977	436.625	2104.824	493.709	549.202	2096.305	235.612	510.104	2100.031	69.3	427.907	2135.136	90.54	442.748	2288.849	35.894	500.595	2279.187	48.591	547.82	2237.413	12.357	312.331	2021.817	682.107	249.945	1879.843	488.73	368.491	1899.025	466.096	238.904	1707.685	285.755	268.517	1602.36	148.559	356.61	1626.287	161.665	380.613	1675.553	15.721	324.627	1711.965	27.507	272.45	1662.231	19.363
2.71499999999996	540.497	2031.981	961.446	287.406	2023.714	956.475	469.185	1845.304	989.794	382.231	1843.679	988.261	576.553	1937.236	896.388	244.307	1925.313	890.814	496.09	2114.334	777.074	543.16	2114.059	499.001	437.23	2110.489	493.179	549.408	2098.777	235.505	509.948	2100.482	69.391	427.69	2135.458	90.383	442.291	2288.998	34.853	500.134	2279.415	47.709	547.804	2237.546	12.364	313.073	2030.36	683.202	249.489	1890.561	488.359	367.939	1910.504	465.6	239.091	1715.871	288.176	267.873	1608.422	152.793	355.798	1633.081	165.151	380.645	1676.775	17.616	324.698	1713.268	28.026	272.332	1663.41	20.763
2.71999999999996	541.596	2038.41	962.877	288.472	2030.119	957.418	469.621	1851.678	990.37	382.921	1850.093	989.181	577.186	1943.923	897.278	245.203	1932.317	891.354	496.292	2120.659	777.712	543.686	2118.053	498.844	437.854	2115.338	492.565	549.705	2101.465	235.454	509.84	2100.848	69.412	427.463	2135.781	90.193	442.018	2289.029	33.983	499.68	2279.76	46.999	547.826	2237.654	12.265	313.845	2038.865	684.143	248.925	1901.399	488.363	366.767	1922.899	464.162	238.661	1724.475	291.132	267.181	1614.67	157.317	354.984	1638.716	169.569	380.527	1678.195	20.171	324.612	1715.094	28.853	272.193	1664.734	22.798
2.72499999999996	542.467	2044.891	963.959	289.596	2036.537	958.549	470.397	1858.059	991.163	383.687	1856.304	989.929	577.937	1950.485	898.286	246.095	1939.14	892.119	496.7	2127.059	778.394	544.19	2121.778	498.408	438.229	2119.394	491.855	550.11	2103.601	235.477	509.71	2101.315	69.576	427.252	2136.047	90.085	441.672	2289.105	33.05	499.263	2279.971	46.288	547.903	2237.839	12.262	314.419	2047.432	685.028	248.353	1912.329	488.264	365.95	1935.267	463.068	238.231	1733.517	293.62	266.653	1621.087	162.152	354.389	1645.19	173.626	380.279	1679.788	23.111	324.552	1717.406	29.742	271.939	1666.354	25.458
2.72999999999996	543.243	2051.337	964.995	290.617	2042.725	959.55	471.299	1864.516	991.723	384.548	1862.337	990.742	579.033	1957.043	899.302	246.944	1946.03	892.645	497.535	2133.348	778.28	544.805	2125.238	498.172	438.248	2122.836	491.922	550.371	2105.92	235.269	509.6	2101.67	69.576	427.008	2136.317	89.989	441.301	2289.276	32.039	498.871	2280.109	45.714	547.88	2237.894	12.232	314.772	2055.933	686.11	247.908	1923.5	487.947	364.99	1947.546	461.808	237.738	1742.677	296.247	266.309	1627.541	167.083	353.915	1651.5	178.639	379.881	1681.55	26.519	324.287	1720.06	30.605	271.538	1668.358	28.529
2.73499999999996	543.868	2057.815	965.976	291.701	2048.858	960.545	472.31	1870.818	992.295	385.58	1868.61	991.326	580.194	1963.883	899.947	247.7	1952.546	893.426	499.094	2139.73	778.554	545.228	2128.518	497.728	437.974	2125.558	492.287	550.426	2108.119	235.016	509.505	2102.174	69.83	426.777	2136.591	89.864	440.994	2289.384	31.158	498.506	2280.442	45.085	547.925	2238.047	12.257	314.934	2064.42	687.209	247.524	1934.708	487.656	364.283	1960.136	460.887	237.504	1751.986	298.708	265.978	1634.356	172.384	353.664	1658.362	183.479	379.165	1684.082	30.06	323.953	1723.041	31.562	271.097	1670.579	32.114
2.73999999999996	544.501	2064.309	966.767	292.582	2054.765	961.552	473.523	1877.153	992.954	386.562	1874.577	991.982	581.062	1970.635	900.433	248.431	1958.93	893.848	500.752	2145.822	778.054	545.562	2131.747	497.364	437.794	2127.77	492.11	550.316	2110.094	235.007	509.295	2102.605	69.958	426.438	2137.002	89.773	440.652	2289.565	30.197	498.131	2280.789	44.301	547.953	2238.266	12.317	314.62	2072.788	688.476	247.209	1945.945	487.423	363.714	1973.626	460.105	237.267	1761.494	301.478	265.801	1641.555	177.49	353.525	1665.612	188.19	378.188	1686.465	33.943	323.61	1726.623	32.662	270.553	1673.394	35.946
2.74499999999996	545.116	2070.745	967.561	293.382	2060.746	962.417	474.679	1883.498	993.834	387.722	1880.691	992.475	582.052	1976.838	901.279	249.151	1965.197	894.723	502.281	2151.251	776.908	545.671	2135.55	497.217	437.495	2129.916	492.277	550.255	2112.03	235.109	509.073	2103.063	70.053	426.063	2137.393	89.64	440.326	2289.789	29.12	497.78	2281.209	43.584	547.983	2238.425	12.304	314.31	2081.29	689.593	246.995	1957.425	487.076	363.244	1986.272	459.507	237.292	1771.089	304.083	265.597	1648.98	182.807	353.319	1673.313	192.792	377.243	1690.184	38.144	322.485	1729.552	33.592	270.156	1676.526	40.07
2.74999999999996	545.718	2077.281	968.26	294.161	2066.572	963.369	475.814	1889.717	994.361	388.894	1886.69	993.139	582.889	1983.612	901.903	249.814	1971.352	895.124	503.606	2156.464	775.675	545.913	2138.739	496.912	437.312	2131.793	492.615	550.148	2113.521	235.039	508.713	2103.595	70.003	425.744	2137.823	89.455	440.076	2289.948	28.063	497.42	2281.53	42.899	547.989	2238.564	12.306	313.818	2089.55	690.762	246.886	1968.759	487.071	363.074	1998.22	459.385	237.297	1780.602	307.284	265.59	1656.779	188.2	353.186	1681.089	197.617	376.366	1693.974	42.91	321.533	1733.644	34.864	269.527	1679.977	44.333
2.75499999999996	546.24	2083.733	968.687	294.691	2072.223	964.06	477.158	1896.038	995.232	390.187	1892.657	993.66	583.618	1989.913	902.584	251.208	1977.878	896.086	505.023	2161.524	774.682	545.941	2141.965	496.787	437.157	2133.553	492.375	549.897	2114.849	234.831	508.323	2103.89	70	425.353	2138.26	89.145	439.743	2290.138	27.14	497.075	2281.805	42.177	547.989	2238.721	12.326	312.967	2097.984	692.17	246.696	1980.175	487.056	362.833	2010.753	459.426	237.404	1790.377	310.193	265.763	1664.211	193.976	353.074	1689.162	202.4	375.354	1698.804	47.532	320.291	1738.085	36.338	268.997	1683.927	48.575
2.75999999999996	546.869	2090.065	969.348	295.096	2077.807	964.768	478.271	1902.116	995.947	391.342	1898.59	994.207	584.462	1996.386	903.159	251.855	1983.817	896.562	506.183	2166.571	773.84	545.899	2145.346	496.461	437.183	2135.639	491.883	549.721	2115.721	234.733	507.798	2104.146	70.157	424.969	2138.617	88.979	439.526	2290.33	26.392	496.781	2282.145	41.565	547.702	2238.891	12.147	312.308	2106.396	693.185	246.611	1991.507	487.452	363.003	2022.621	460.118	237.67	1800.12	313.256	265.847	1672.245	199.372	353.059	1697.625	206.83	374.179	1704.246	52.68	318.725	1742.725	37.977	268.256	1688.315	52.683
2.76499999999996	547.248	2096.333	969.491	295.388	2083.295	965.385	479.474	1908.169	996.869	392.61	1904.424	994.735	585.113	2002.559	903.9	252.562	1989.543	896.722	507.158	2171.678	773.25	545.831	2148.38	496.393	437.112	2138.07	491.97	549.49	2116.62	234.766	507.389	2104.255	70.279	424.645	2138.785	88.776	439.383	2290.465	25.911	496.691	2282.471	41.091	547.706	2238.919	12.161	311.353	2114.634	694.25	246.49	2002.75	487.874	363.1	2034.62	460.724	237.714	1809.779	316.384	266.073	1680.53	204.684	353.259	1706.431	211.319	372.61	1711.192	57.495	316.632	1747.877	39.956	267.643	1692.85	56.83
2.76999999999996	548.297	2103.429	970.488	295.633	2088.76	965.93	480.537	1914.292	997.599	393.793	1910.271	995.329	585.808	2008.739	904.29	253.082	1995.289	897.284	507.904	2176.723	772.88	546.024	2151.325	496.123	437.246	2140.901	491.449	549.291	2117.522	234.708	507.08	2104.486	70.614	424.356	2139.088	88.736	439.336	2290.59	25.738	496.655	2282.699	40.745	547.7	2238.933	12.159	310.475	2123.104	695.359	246.218	2013.898	488.684	363.395	2046.368	461.747	237.824	1819.719	319.665	266.506	1689.101	209.566	353.432	1715.723	215.317	370.931	1719.517	62.014	313.604	1753.794	42.352	266.299	1698.125	60.81
2.77499999999996	548.666	2109.521	970.668	295.841	2094.237	966.391	481.661	1920.258	998.542	394.866	1915.919	996.122	586.416	2014.472	905.269	253.758	2001.042	897.651	508.469	2181.745	772.542	546.129	2153.737	495.878	437.611	2143.821	491.025	549.174	2118.489	234.599	506.794	2104.629	70.755	424.178	2139.322	88.646	439.327	2290.686	25.576	496.689	2283.035	40.474	547.714	2239.004	12.199	309.949	2130.943	696.967	246.095	2024.962	489.68	363.438	2058.321	462.795	238.254	1830.03	322.978	266.966	1697.937	214.278	353.67	1725.366	219.072	368.821	1728.521	65.157	310.114	1759.692	44.984	264.856	1703.723	65.215
2.77999999999996	549.251	2115.576	971.064	295.984	2099.713	966.882	482.761	1926.22	999.239	395.962	1921.748	996.535	586.887	2020.512	905.255	254.237	2006.685	898.247	508.919	2186.726	772.309	546.5	2156.198	495.554	437.928	2147.293	490.741	549.195	2119.539	234.495	506.661	2104.783	70.883	424.011	2139.508	88.638	439.239	2290.746	25.398	496.626	2283.252	40.154	547.688	2239.033	12.202	310.205	2139.128	700.287	245.966	2036.042	490.706	363.521	2069.55	464.125	238.454	1840.147	326.056	267.549	1706.992	218.983	354.089	1735.662	222.175	366.337	1737.653	67.691	306.405	1766.647	48.268	262.564	1710.464	70.298
2.78499999999996	549.663	2121.475	971.449	296.193	2105.091	967.293	483.721	1932.052	1000.35	396.906	1927.486	997.448	587.374	2025.904	906.271	254.804	2012.385	898.622	509.269	2191.561	772.437	546.799	2158.397	495.479	438.427	2150.555	490.611	549.362	2120.663	234.485	506.578	2105.018	70.993	423.949	2139.636	88.663	439.181	2290.803	25.191	496.433	2283.326	39.823	547.693	2239.114	12.205	311.115	2148.396	702.617	245.694	2046.969	491.83	363.644	2080.496	465.279	238.785	1850.277	328.772	268.176	1716.002	223.456	354.456	1746.218	225.17	363.31	1746.61	69.581	302.773	1775.081	52.064	260.168	1718.604	75.54
2.78999999999996	549.729	2126.612	971.351	296.391	2110.616	967.792	484.585	1937.884	1001.063	397.847	1933.273	997.763	587.761	2031.671	906.571	255.294	2018.104	899.209	509.664	2196.411	772.344	547.125	2161.121	495.123	438.851	2153.752	490.629	549.62	2121.999	234.582	506.576	2105.166	71.115	423.895	2139.774	88.748	439.085	2290.879	25.001	496.379	2283.441	39.607	547.687	2239.167	12.193	310.362	2155.415	703.825	245.439	2057.541	493.317	363.502	2091.825	466.358	239.082	1860.273	331.913	268.877	1725.219	228.03	354.858	1757.028	227.668	359.698	1755.696	71.067	299.007	1784.635	55.989	257.696	1727.388	80.558
2.79499999999996	550.226	2132.437	971.868	296.757	2116.226	968.226	485.272	1943.618	1002.03	398.537	1938.831	998.627	588.203	2037.185	907.397	255.817	2024.07	899.795	509.831	2201.105	772.41	547.548	2163.206	495.155	439.529	2156.694	490.782	549.946	2123.162	234.627	506.632	2105.315	71.274	423.972	2139.831	88.847	439.054	2290.853	24.95	496.358	2283.575	39.46	547.737	2239.2	12.151	310.31	2162.841	705.373	245.183	2068.014	494.688	363.401	2102.781	467.724	239.502	1870.409	334.829	269.926	1734.472	231.826	355.332	1767.907	229.97	356.289	1766.562	72.833	294.831	1794.934	59.474	254.953	1737.115	85.419
2.79999999999996	550.715	2138.195	972.263	297.06	2121.66	968.897	485.896	1949.455	1003.001	399.261	1944.643	999.232	588.586	2042.475	908.183	256.193	2029.869	900.335	510.085	2205.686	772.323	548.146	2165.569	495.085	440.072	2159.34	490.987	550.41	2124.17	234.725	506.805	2105.432	71.377	424.11	2139.904	88.984	439.069	2290.865	24.98	496.377	2283.641	39.33	547.822	2239.222	12.11	310.938	2170.521	707.215	244.78	2078.431	496.242	363.008	2113.736	468.994	240.079	1880.69	337.471	270.943	1744.045	235.443	356.004	1778.836	231.944	352.676	1778.584	74.518	290.381	1805.887	63.056	252.312	1747.487	89.57
2.80499999999996	551.208	2143.878	972.686	297.456	2127.317	969.489	486.497	1955.101	1003.826	399.699	1950.303	999.925	589.638	2045.482	908.912	256.722	2036.04	900.971	510.216	2210.063	772.273	548.592	2167.917	494.979	440.88	2161.043	490.977	550.775	2125.187	234.889	507.019	2105.544	71.504	424.27	2139.976	89.125	439.163	2290.893	25.008	496.413	2283.697	39.244	547.887	2239.246	11.997	311.672	2178.203	709.328	244.477	2088.826	497.956	362.581	2124.933	470.227	240.693	1890.434	340.522	272.049	1754.13	238.504	356.738	1790.074	233.552	349.259	1791.637	76.087	286.008	1817.347	66.135	249.518	1758.368	93.636
2.80999999999996	551.772	2149.564	973.213	298.561	2134.228	971.042	486.881	1960.926	1004.631	400.131	1956.025	1000.746	590.046	2050.327	910.243	257.09	2042.065	901.602	510.314	2214.416	772.177	549.139	2170.116	494.988	441.184	2163.122	491.265	551.16	2126.158	235.17	507.259	2105.723	71.741	424.442	2140.131	89.299	439.186	2290.893	25.039	496.507	2283.746	39.125	547.962	2239.318	11.849	312.194	2186.079	711.281	244.062	2099.124	499.597	362.159	2135.67	471.942	241.251	1900.191	343.437	273.246	1764.594	241.003	357.425	1801.642	234.619	345.645	1804.192	76.991	282.167	1829.327	69.078	246.899	1769.981	97.318
2.81499999999996	552.372	2155.202	973.629	298.835	2139.351	971.391	487.279	1966.551	1005.709	400.517	1961.667	1001.412	590.226	2055.619	910.763	257.567	2048.312	902.354	510.449	2218.58	771.995	549.553	2172.382	494.941	441.632	2164.943	491.17	551.42	2127.178	235.27	507.456	2105.799	71.858	424.634	2140.286	89.513	439.257	2290.902	25.048	496.548	2283.757	39.046	548.057	2239.36	11.738	313.326	2194.678	713.709	243.613	2109.399	501.481	361.515	2146.751	473.167	242.077	1910.05	345.864	274.373	1775.456	243.002	358.017	1813.502	235.048	342.367	1816.523	77.892	278.699	1841.618	71.812	244.453	1781.775	100.758
2.81999999999996	552.909	2160.72	974.19	299.132	2144.499	971.866	487.524	1972.212	1006.271	400.822	1967.304	1002.391	590.472	2060.953	911.609	257.834	2054.452	903.15	510.574	2222.828	771.841	550.02	2174.522	494.748	441.878	2166.665	490.918	551.721	2127.983	235.426	507.61	2105.873	72.04	424.816	2140.448	89.658	439.29	2290.877	25.075	496.623	2283.827	38.978	548.071	2239.419	11.731	314.133	2202.026	715.878	243.206	2119.303	503.194	361.466	2156.321	474.578	242.548	1920.504	348.356	275.423	1786.587	244.588	358.597	1825.71	235.471	339.088	1828.522	77.927	275.473	1854.343	74.231	242.101	1794.291	103.812
2.82499999999996	553.404	2166.19	974.605	299.614	2150.129	972.668	487.871	1977.809	1007.188	401.153	1973.01	1003.105	590.834	2065.284	912.333	258.223	2060.625	904.057	510.78	2227.043	771.516	550.343	2176.783	494.665	441.941	2168.414	490.762	552.009	2128.558	235.593	507.654	2106.104	72.093	425.006	2140.615	89.835	439.323	2290.913	25.093	496.67	2283.862	38.9	548.152	2239.421	11.608	314.849	2209.465	717.744	242.805	2129.275	505.036	360.819	2166.946	476.261	243.503	1930.565	350.245	276.506	1797.987	245.582	359.165	1838.107	235.374	336.221	1841.572	78.211	272.401	1867.401	76.27	239.887	1807.099	106.317
2.82999999999996	554.028	2171.596	975.065	300.27	2156.047	973.413	488.195	1983.611	1007.888	401.451	1978.579	1004.013	591.126	2070.328	912.97	258.643	2066.783	904.952	511.023	2231.115	771.147	550.666	2178.827	494.612	441.905	2170.931	490.746	552.109	2129.641	235.408	507.717	2106.158	72.256	425.106	2140.733	90.019	439.367	2290.894	25.11	496.726	2283.896	38.853	548.225	2239.429	11.556	315.375	2216.749	719.958	242.423	2138.982	506.911	360.279	2177.541	477.781	244.101	1940.924	352.008	277.535	1809.575	246.163	359.766	1850.194	235.08	333.448	1854.947	78.052	269.717	1880.88	77.737	237.819	1820.422	108.447
2.83499999999996	554.618	2177.077	975.561	300.956	2161.955	974.485	488.514	1989.03	1008.566	401.806	1984.218	1004.935	591.384	2075.722	913.742	258.896	2072.674	906.236	511.349	2235.349	770.736	550.957	2180.786	494.465	442.448	2174.041	490.518	552.254	2130.235	235.528	508.329	2106.424	73.038	425.246	2140.973	90.211	439.398	2290.901	25.132	496.746	2283.897	38.789	548.202	2239.464	11.547	315.558	2224.133	722.064	242.136	2148.735	508.576	359.667	2187.995	479.617	244.626	1951.668	353.268	278.717	1821.021	246.166	360.237	1862.518	234.429	330.818	1868.64	77.61	267.371	1894.74	79.031	236.139	1833.632	109.618
2.83999999999996	555.138	2182.503	976.01	301.575	2167.752	975.321	488.872	1994.653	1009.482	402.123	1989.777	1005.856	591.615	2081.286	914.241	259.289	2078.946	907.052	511.661	2239.582	770.276	551.286	2182.856	494.368	442.427	2174.872	489.969	552.378	2131.006	235.745	508.6	2106.311	73.437	425.295	2141.141	90.377	439.437	2290.901	25.131	496.763	2283.982	38.71	548.233	2239.482	11.527	315.723	2231.824	724.268	241.808	2158.321	510.338	359.023	2198.408	481.291	245.191	1962.468	354.116	279.632	1832.914	245.902	360.683	1875.187	233.207	328.486	1882.864	77.11	265.169	1909.343	80.331	234.178	1847.93	110.999
2.84499999999996	555.774	2187.897	976.592	302.182	2173.537	976.466	489.187	2000.255	1009.961	402.491	1995.384	1006.578	591.786	2087.244	914.73	260.648	2086.126	908.192	512.04	2243.941	769.891	551.531	2184.754	494.34	442.726	2176.777	489.861	552.482	2131.627	235.943	508.633	2106.397	73.722	425.391	2141.369	90.717	439.467	2290.923	25.148	496.818	2284.016	38.661	548.253	2239.458	11.469	315.69	2239.42	726.438	241.562	2167.784	512.104	358.65	2208.619	483.086	245.736	1973.103	354.668	280.366	1845.015	245.165	361.058	1887.806	231.79	326.284	1897.281	76.303	262.931	1923.807	81.089	232.823	1862	111.381
2.84999999999996	556.288	2193.298	976.942	302.869	2179.337	977.524	489.579	2005.714	1010.879	402.864	2000.89	1007.583	592.049	2092.796	915.148	260.731	2091.861	909.202	512.563	2248.319	769.346	551.818	2186.596	494.327	443.113	2179.168	489.652	552.563	2132.408	236.124	508.735	2106.52	74.058	425.43	2141.528	90.84	439.462	2290.923	25.131	496.757	2284.078	38.583	548.294	2239.492	11.486	315.675	2247.053	728.593	241.385	2177.374	513.731	358.2	2219.015	484.881	246.393	1983.764	354.831	280.946	1857.308	243.989	361.31	1900.626	230.254	324.306	1912.282	75.307	260.972	1938.792	81.601	231.405	1876.418	111.672
2.85499999999996	556.826	2198.582	977.455	303.492	2185.053	978.449	489.962	2011.309	1011.394	403.14	2006.444	1008.288	592.308	2098.446	915.714	260.443	2097.101	910.1	513.126	2252.634	768.841	552.244	2188.054	494.367	443.346	2181.202	489.736	552.839	2132.506	236.51	508.778	2106.65	74.365	425.343	2141.753	90.98	439.494	2290.95	25.139	496.707	2284.187	38.516	548.247	2239.466	11.43	315.929	2255.239	731.218	241.21	2186.743	515.381	357.742	2228.871	486.585	246.776	1994.59	354.944	281.678	1869.574	242.222	361.567	1913.617	228.284	322.504	1927.467	74.282	259.287	1954.02	82.016	229.828	1891.602	111.525
2.85999999999996	557.291	2203.946	977.687	303.974	2190.641	979.565	490.277	2016.666	1011.965	403.482	2011.908	1009.051	592.613	2103.301	916.09	260.066	2101.883	910.843	513.624	2257.022	768.378	552.57	2189.854	494.247	443.647	2183.226	489.883	552.794	2134.277	236.781	508.784	2106.776	74.584	425.493	2142.043	91.449	439.523	2290.984	25.173	497.031	2284.223	38.645	548.283	2239.467	11.44	315.833	2262.181	733.299	241.148	2196.136	516.983	357.421	2238.423	488.325	247.596	2005.022	354.741	282.152	1882.181	240.199	361.501	1927.817	225.251	320.601	1943.618	72.815	257.709	1969.536	81.958	228.931	1906.359	110.677
2.86499999999996	557.793	2209.245	978.168	304.481	2196.241	980.398	490.606	2022.13	1012.652	403.779	2017.508	1009.761	592.762	2108.664	916.253	260.705	2109.36	912.129	514.151	2261.404	767.83	552.895	2191.708	494.233	443.848	2185.293	489.62	552.877	2134.933	236.776	508.915	2106.959	75.009	425.617	2142.161	91.625	439.551	2290.996	25.173	497.062	2284.278	38.643	548.265	2239.503	11.429	315.898	2269.557	735.354	241.194	2205.388	518.501	357.167	2248.185	490.446	247.953	2016.076	353.998	282.785	1894.744	237.442	361.688	1941.147	222.695	319.254	1959.697	71.268	256.398	1985.222	81.774	227.948	1921.554	109.509
2.86999999999996	558.296	2214.46	978.384	304.912	2201.839	981.385	490.801	2027.53	1012.994	404.039	2022.961	1010.356	593.061	2113.495	916.827	260.839	2115.403	913.323	514.648	2265.691	767.361	553.195	2193.532	494.241	444.044	2187.152	489.589	553.18	2134.881	237.238	509.043	2106.993	75.316	425.758	2142.101	91.658	439.614	2291.015	25.174	497.058	2284.315	38.594	548.288	2239.533	11.444	315.916	2276.931	737.482	241.178	2214.538	520.119	356.882	2257.876	492.209	248.602	2026.899	352.966	283.097	1907.669	234.575	361.503	1955.451	219.888	317.926	1976.088	69.465	254.975	2001.468	81.53	226.919	1937.014	107.916
2.87499999999996	558.773	2219.713	978.617	305.351	2207.294	982.296	490.626	2033.771	1013.294	404.297	2028.425	1011.085	593.127	2118.602	916.907	261.158	2121.436	914.324	515.148	2269.892	767.065	553.482	2195.373	494.246	444.27	2188.985	489.591	553.295	2135.513	237.401	509.023	2107.213	75.42	425.857	2142.261	91.845	439.642	2291.025	25.22	497.088	2284.395	38.583	548.321	2239.51	11.419	315.963	2284.195	739.69	241.187	2223.421	521.635	356.783	2267.277	493.938	249.007	2037.962	351.853	283.558	1920.651	231.129	361.834	1968.803	217.211	316.804	1992.659	67.674	253.983	2017.374	80.686	226.266	1952.688	106.052
