Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0	590.364	-1213.294	931.019	336.169	-1202.405	940.407	500.47	-1393.089	976.531	414.671	-1388.465	973.74	609.896	-1323.27	874.502	282.66	-1281.866	876.791	545.523	-1194.305	709.313	581.927	-1328.345	453.691	474.765	-1332.699	447.11	586.403	-1436.469	210.958	546.203	-1490.359	52.525	461.255	-1454.999	63.545	486.772	-1310.696	0.019	543.179	-1317.915	14.109	593.693	-1365.762	-11.385	365.512	-1121.772	700.939	294.47	-1154.575	483.617	414.88	-1136.896	466.682	280.367	-1090.086	229.708	309.455	-1024.548	68.055	395.598	-1015.182	97.66	387.387	-859.954	64.918	327.789	-845.924	95.318	286.782	-884.834	45.279
0.005	590.465	-1207.051	930.214	336.354	-1195.761	939.299	499.947	-1386.701	975.269	414.094	-1381.897	972.585	609.733	-1316.986	873.561	282.457	-1275.04	875.5	545.711	-1188.38	707.956	581.944	-1324.351	453.185	474.276	-1328.619	446.863	586.203	-1434.604	211.268	546.112	-1489.986	53.485	461.19	-1454.403	63.964	486.438	-1310.885	-0.005	543.207	-1317.718	13.931	593.659	-1365.825	-11.405	366.322	-1116.748	698.472	293.86	-1148.343	482.774	415.185	-1131.924	465.491	279.591	-1079.956	229.803	309.348	-1011.784	69.254	395.243	-1003.336	99.145	389.35	-847.969	68.887	329.633	-833.378	98.769	288.835	-870.904	47.65
0.01	590.528	-1200.699	929.376	336.204	-1188.945	938.178	499.418	-1380.098	974.066	413.532	-1375.365	971.455	609.677	-1310.676	872.778	282.214	-1268.149	874.339	546.171	-1182.551	707.187	582.012	-1320.272	453.03	474.263	-1324.316	446.106	586.034	-1432.575	211.782	546.099	-1489.537	54.514	461.162	-1453.538	64.575	486.498	-1310.786	-0.022	543.205	-1317.503	13.765	593.806	-1366.458	-11.336	367.463	-1111.351	696.476	293.575	-1141.402	481.568	415.272	-1126.846	464.215	279.457	-1070.331	229.915	309.399	-999.768	70.079	395.051	-992.58	100.432	391.201	-836.713	72.351	331.934	-821.716	101.484	290.796	-857.958	49.571
0.015	590.334	-1194.246	928.377	336.376	-1182.401	937.162	498.917	-1373.632	972.966	413.058	-1368.871	970.394	609.453	-1304.345	871.876	282.04	-1261.223	873.178	546.411	-1176.473	705.804	581.861	-1315.914	452.079	474.19	-1319.813	445.413	585.807	-1430.131	211.746	546.06	-1489.116	55.507	461.14	-1452.885	65.26	486.692	-1310.553	-0.068	543.238	-1317.271	13.634	593.819	-1366.428	-11.229	368.729	-1105.422	694.741	293.136	-1134.416	480.978	415.429	-1121.443	463.384	279.296	-1061.452	229.999	309.37	-988.736	70.766	395.028	-982.643	101.612	393.38	-826.386	75.584	333.828	-810.953	104.052	292.704	-845.965	51.275
0.02	590.142	-1187.703	927.524	336.351	-1175.731	935.876	498.659	-1366.912	971.738	412.595	-1362.342	969.383	609.346	-1297.945	870.993	281.052	-1254.124	872.456	546.81	-1170.434	705.05	581.962	-1311.414	451.783	473.936	-1315.423	445.128	585.63	-1428.15	212.457	546.08	-1488.38	56.477	461.099	-1452.118	65.871	486.895	-1310.362	-0.081	543.321	-1317.04	13.502	593.818	-1366.499	-11.293	370.051	-1099.264	693.779	293.155	-1126.838	480.058	415.39	-1115.886	462.692	279.4	-1053.11	229.366	309.686	-978.612	70.913	395.097	-973.145	101.76	395.263	-817.295	78.342	335.783	-801.531	106.444	294.359	-834.868	52.805
0.025	590.092	-1181.104	926.965	336.13	-1169.229	934.992	498.26	-1360.337	970.675	412.194	-1355.905	968.303	609.192	-1291.461	870.142	280.793	-1247.234	871.227	547.105	-1164.202	704.034	582.011	-1306.964	451.521	473.754	-1310.642	444.414	585.499	-1425.777	213.113	546.151	-1487.574	57.24	461.105	-1451.33	66.693	487.039	-1310.22	-0.062	543.397	-1316.774	13.363	593.828	-1366.425	-11.265	371.348	-1092.731	693.527	292.64	-1119.321	480.17	414.992	-1109.515	462.609	279.417	-1045.57	228.944	309.911	-969.469	70.71	395.203	-964.783	101.801	397.014	-809.061	80.495	337.304	-793.014	107.967	296.138	-825.215	54.176
0.03	589.872	-1174.611	926.037	335.982	-1162.694	933.929	497.875	-1353.825	969.705	411.84	-1349.491	967.219	609.109	-1285.012	869.296	280.279	-1240.415	870.398	547.21	-1158.225	703.068	581.917	-1302.117	450.514	473.652	-1305.68	443.914	585.25	-1423.302	213.623	546.239	-1486.725	58.291	461.195	-1450.43	67.493	487.199	-1310.083	-0.037	543.464	-1316.525	13.251	593.795	-1366.407	-11.26	372.582	-1085.667	693.893	292.747	-1111.169	479.558	414.108	-1102.319	462.463	279.546	-1038.304	227.804	310.217	-961.424	70.342	395.593	-957.378	101.318	398.582	-801.875	81.908	338.845	-785.22	109.081	297.971	-816.453	54.35
0.035	589.493	-1167.915	925.236	335.435	-1156.186	933.206	497.535	-1347.122	968.624	411.404	-1342.99	966.123	608.956	-1278.353	868.523	279.773	-1233.541	869.399	547.529	-1151.892	701.964	582.124	-1297.309	450.462	473.864	-1300.144	442.975	585.009	-1420.749	214.058	546.321	-1485.881	59.525	461.289	-1449.535	68.334	487.313	-1310.032	0.032	543.593	-1316.246	13.18	593.778	-1366.441	-11.185	373.327	-1078.696	694.729	292.741	-1103.167	479.557	413.446	-1094.239	462.356	279.655	-1031.585	227.045	310.514	-954.166	69.448	395.927	-950.523	100.074	400.054	-795.426	82.191	340.29	-778.611	109.43	299.299	-809.036	54.358
0.04	589.117	-1161.26	924.426	335.076	-1149.666	932.158	497.734	-1339.392	967.206	411.072	-1336.582	965.03	609.044	-1272.165	868.042	278.974	-1226.734	868.696	547.683	-1145.759	701.406	581.834	-1292.184	449.43	473.262	-1295.236	443.005	584.786	-1417.964	214.823	546.518	-1485.201	61.195	461.343	-1449.068	69.863	487.449	-1309.934	0.126	543.709	-1316.001	13.065	593.764	-1366.405	-11.28	373.903	-1072.961	695.454	292.622	-1095.037	479.231	412.431	-1085.461	462.308	279.702	-1024.614	225.772	310.725	-947.786	68.262	396.29	-944.521	99.143	401.439	-789.7	81.505	341.739	-772.635	108.816	300.351	-802.408	53.49
0.045	588.761	-1154.557	923.929	334.462	-1143.04	931.6	496.858	-1333.87	966.719	410.723	-1330.028	964.02	608.969	-1265.621	867.231	278.456	-1219.884	867.836	547.753	-1139.411	700.279	582.004	-1286.901	449.288	473.284	-1289.489	442.004	584.556	-1415.116	215.557	546.744	-1484.521	62.938	461.528	-1448.035	70.898	487.644	-1309.848	0.239	543.873	-1315.723	12.973	593.752	-1366.337	-11.234	373.705	-1065.428	696.691	292.545	-1087.087	478.979	411.263	-1076.162	462.464	280.043	-1017.647	224.37	311.075	-942.046	66.829	396.663	-938.92	97.413	402.662	-784.443	79.519	342.989	-767.055	106.932	301.267	-796.731	51.685
0.05	588.157	-1147.715	923.125	333.992	-1136.34	930.786	496.251	-1327.423	966.096	410.361	-1323.468	962.991	608.882	-1258.976	866.517	277.89	-1213.034	867.375	547.934	-1133.051	699.907	581.889	-1281.427	448.682	473.009	-1283.729	441.243	584.372	-1412.155	216.416	547.033	-1483.466	64.455	461.82	-1447.054	72.107	487.817	-1309.795	0.315	544.014	-1315.511	12.941	593.687	-1366.311	-11.196	373.057	-1057.475	697.795	292.567	-1078.967	478.468	410.024	-1066.657	462.952	280.114	-1011.143	224.01	311.36	-936.841	65.184	397.079	-934.103	95.351	403.545	-780.018	76.919	344.17	-762.048	104.146	302.086	-792.026	49.605
0.055	587.446	-1140.81	922.381	333.163	-1129.641	930.438	495.939	-1320.674	965.185	410.017	-1316.781	961.985	608.763	-1252.266	865.95	277.485	-1206.211	866.726	547.788	-1126.54	699.048	581.84	-1275.516	447.942	472.59	-1277.636	440.461	584.119	-1409.062	217.468	547.264	-1482.173	66.052	461.986	-1445.801	73.467	487.954	-1309.707	0.407	544.162	-1315.192	12.773	593.66	-1366.303	-11.194	372.226	-1049.144	699.122	292.496	-1070.996	478.071	409.02	-1057.01	463.381	280.354	-1004.185	222.423	311.616	-932.674	63.83	397.578	-930.221	93.862	404.368	-775.948	73.089	345.191	-757.62	100.704	302.728	-788.314	46.548
0.06	586.825	-1133.859	921.737	332.398	-1122.748	929.804	495.548	-1313.889	964.448	409.691	-1309.982	960.988	608.69	-1245.478	865.416	276.866	-1199.309	866.351	547.685	-1120.039	698.58	581.712	-1269.537	447.631	472.368	-1271.313	439.63	584.009	-1405.733	218.503	547.574	-1480.979	68.04	461.847	-1444.627	74.748	487.941	-1309.455	0.725	544.288	-1314.837	12.629	593.573	-1366.242	-11.105	371.162	-1040.372	699.877	292.672	-1063.061	477.86	408.26	-1047.485	464.053	280.378	-998.043	222.1	311.816	-928.832	61.853	398.077	-926.364	91.316	405.032	-772.371	68.302	346.211	-753.827	96.434	303.438	-785.248	42.946
0.065	586.276	-1126.886	921.441	331.366	-1115.729	929.615	495.183	-1307.052	963.672	409.33	-1303.148	960.12	608.54	-1238.728	864.929	276.324	-1192.341	865.999	547.449	-1113.515	698.206	581.637	-1262.87	446.524	471.7	-1264.884	438.991	583.877	-1402.308	219.715	547.679	-1480.168	70.677	462.153	-1443.185	76.366	488.067	-1309.328	0.827	544.414	-1314.557	12.586	593.464	-1366.228	-11.035	369.923	-1031.492	700.569	292.934	-1054.951	477.134	407.406	-1038.117	464.524	280.896	-991.228	220.801	312.189	-925.603	59.688	398.629	-923.26	88.787	405.862	-769.502	63.403	347.151	-750.624	91.857	303.845	-782.862	39.287
0.07	585.491	-1119.691	920.995	330.648	-1108.798	929.069	495.731	-1298.512	962.385	408.917	-1296.116	959.378	608.291	-1231.909	864.577	275.795	-1185.289	865.658	547.113	-1106.579	697.612	581.641	-1256.366	446.386	471.31	-1257.758	438.196	583.707	-1398.578	220.949	547.929	-1478.515	72.692	462.498	-1442.316	78.339	488.267	-1309.203	0.915	544.589	-1314.285	12.551	593.345	-1366.209	-10.93	368.342	-1022.365	700.728	293.236	-1046.965	476.937	407.053	-1029.304	465.308	281.318	-984.999	219.783	312.666	-923.052	57.548	399.329	-920.789	86.584	406.489	-767.364	58.097	348.213	-748.183	87.035	304.255	-781.662	35.598
0.075	584.696	-1112.482	920.421	329.73	-1101.679	928.82	495.309	-1291.488	961.806	408.452	-1288.988	958.638	608.031	-1224.987	864.203	275.645	-1178.268	865.053	546.718	-1099.699	697.696	581.574	-1249.198	445.4	470.867	-1250.716	437.53	583.581	-1394.734	222.289	548.179	-1476.966	75.172	463.469	-1442.732	80.17	488.45	-1309.008	0.951	544.7	-1313.918	12.408	593.196	-1366.176	-10.838	366.778	-1013.219	700.616	293.722	-1038.87	476.358	406.997	-1020.771	465.505	281.951	-979.332	218.849	313.2	-921.357	55.592	400.218	-918.679	84.092	406.949	-765.799	52.42	349.055	-746.465	82.147	304.613	-780.945	31.777
0.08	584.048	-1105.313	920.221	328.748	-1094.532	928.551	494.763	-1284.346	961.259	407.941	-1281.811	957.944	607.622	-1218.056	863.862	275.431	-1171.162	864.257	546.186	-1092.422	696.997	582.108	-1242.362	444.508	470.551	-1242.993	436.579	583.443	-1390.73	223.694	548.486	-1475.902	78.522	463.614	-1440.668	81.918	488.602	-1308.825	1.011	544.839	-1313.52	12.232	593.042	-1366.168	-10.656	364.603	-1002.518	700.596	294.073	-1030.699	476.139	407.248	-1012.703	466.207	282.707	-973.642	217.14	313.975	-919.826	53.49	401.283	-917.154	81.797	407.642	-764.104	47.267	349.711	-744.779	77.131	305.077	-779.908	27.667
0.085	583.355	-1097.991	920.103	327.775	-1087.131	928.158	493.157	-1278.715	961.514	407.326	-1274.67	957.395	607.114	-1211.101	863.593	275.424	-1163.878	863.431	545.894	-1085.13	696.87	582.166	-1235.35	443.619	470.46	-1234.818	435.329	583.374	-1386.321	225.361	548.66	-1473.977	81.311	463.927	-1438.165	84.008	488.816	-1308.618	1.101	545.027	-1313.1	12.084	592.811	-1366.118	-10.553	362.713	-993.561	700.086	294.725	-1022.06	475.339	407.261	-1004.983	466.205	283.614	-969.104	216.174	315.002	-918.189	51.752	402.571	-915.538	79.341	408.249	-761.539	41.795	350.307	-741.862	71.441	305.891	-778.362	23.215
0.09	582.133	-1090.932	920.093	327.041	-1079.902	927.644	492.423	-1271.676	961.179	406.535	-1267.533	956.789	606.541	-1204.055	863.423	275.352	-1156.349	862.431	545.491	-1077.677	696.567	582.291	-1226.783	442.975	470.071	-1226.578	434.633	583.448	-1382.202	227.515	548.979	-1472.031	84.795	464.368	-1436.144	86.725	489.05	-1308.357	1.104	545.121	-1312.744	11.881	592.804	-1366.128	-10.151	360.808	-985.007	699.408	295.593	-1013.604	475.096	407.538	-997.795	466.628	285.139	-964.085	214.774	315.726	-915.899	51.409	403.766	-911.92	78.565	409.271	-758.387	36.307	350.83	-736.982	64.492	306.512	-775.878	18.185
0.095	581.521	-1083.663	920.085	326.324	-1072.474	927.306	491.675	-1264.487	960.974	405.75	-1260.613	956.458	605.858	-1196.839	863.196	275.146	-1148.742	861.624	545.204	-1070.099	696.518	582.355	-1218.223	442.456	469.6	-1218	433.993	583.421	-1377.313	229.42	549.237	-1469.553	88.225	465.016	-1433.45	89.499	489.288	-1308.136	1.107	545.373	-1312.295	11.571	592.52	-1366.217	-9.993	358.833	-976.938	698.823	296.332	-1005.65	475.265	407.658	-990.802	466.676	287.22	-959.162	214.174	316.549	-911.707	52.073	404.633	-905.758	77.85	410.107	-755.597	30.57	351.617	-731.88	58.252	307.407	-773.346	13.714
0.1	580.512	-1076.471	920.067	325.604	-1065.15	927.485	490.829	-1257.377	960.663	404.933	-1253.742	956.329	606.331	-1189.988	863.496	274.4	-1141.123	860.897	544.809	-1062.372	696.786	582.387	-1209.246	441.635	469.472	-1208.766	432.764	583.427	-1372.138	231.416	550.007	-1466.583	92.448	465.613	-1430.351	92.183	489.442	-1307.828	1.068	546.014	-1311.605	11.237	592.075	-1366.072	-10.052	357.181	-969.257	698.085	296.651	-998.778	475.895	408.07	-984.205	466.572	288.795	-953.883	214.055	317.128	-907.048	52.791	405.081	-900.211	77.904	411.296	-754.042	26.076	353.167	-728.271	53.143	308.62	-771.356	9.82
0.105	579.705	-1069.284	919.841	324.716	-1058.015	927.693	490.056	-1250.366	960.654	404.045	-1246.916	956.373	605.413	-1182.92	863.653	273.441	-1133.803	860.756	544.1	-1054.192	696.904	582.352	-1200.034	441.516	468.027	-1199.935	431.711	583.436	-1366.533	233.889	550.366	-1463.469	96.769	466.59	-1427.141	95.565	489.546	-1307.469	0.926	545.585	-1311.482	10.971	591.908	-1366.215	-9.61	355.629	-961.867	697.812	296.382	-992.685	476.761	408.87	-978.045	466.675	288.458	-948.182	214.814	317.516	-902.908	52.472	405.308	-896.666	77.689	412.763	-752.831	22.574	355.024	-726.496	48.935	309.655	-770.259	6.46
0.11	579.875	-1061.977	920.119	324.329	-1050.826	927.791	489.138	-1244.572	962.054	403.241	-1240.281	956.632	603.283	-1175.268	863.027	272.451	-1126.614	860.879	543.458	-1045.959	697.599	582.353	-1190.195	441.15	468.078	-1189.648	430.65	583.533	-1360.494	236.4	550.875	-1459.893	101.22	467.206	-1423.401	99.2	489.543	-1307.035	0.637	545.545	-1311.063	10.626	591.688	-1366.319	-8.923	354.133	-954.8	698.014	296.039	-986.316	477.378	409.639	-972.205	467.155	287.432	-942.495	216.027	317.527	-900.52	51.334	405.639	-895.264	76.717	413.955	-752.366	19.293	356.418	-725.386	45.186	310.404	-768.801	4.606
0.115	578.617	-1054.985	920.635	323.708	-1044.022	928.312	488.748	-1236.259	960.608	402.548	-1233.682	957.086	602.534	-1167.973	863.076	271.402	-1119.752	861.412	542.378	-1037.454	697.848	582.464	-1179.873	440.847	467.797	-1179.019	430.068	583.818	-1354.386	239.765	551.448	-1456.058	106.176	467.973	-1418.995	102.858	489.417	-1306.561	0.243	545.434	-1310.543	10.177	591.365	-1366.021	-8.646	352.95	-948.275	698.802	295.48	-979.758	478.403	410.735	-966.607	467.786	286.897	-937.092	216.497	317.584	-899.675	50.249	406.094	-895.004	76.004	414.785	-751.976	15.922	357.768	-723.811	42.2	310.894	-768.096	4.27
0.12	577.619	-1047.746	921.039	323.103	-1037.283	929.099	488.139	-1229.379	960.852	401.975	-1227.168	957.592	603.111	-1161.098	863.961	270.089	-1113.338	862.46	541.763	-1028.954	698.708	582.583	-1169.319	440.744	467.848	-1168.223	429.374	584.083	-1347.523	243.01	552.072	-1451.571	111.292	468.582	-1413.27	106.932	489.205	-1305.852	-0.307	545.177	-1309.797	9.79	591.095	-1365.505	-8.172	351.839	-941.832	699.718	295.023	-972.817	479.613	411.421	-961.016	469.167	286.786	-932.605	216.996	317.626	-899.299	50.072	406.534	-894.94	75.289	415.34	-751.824	13.737	359.221	-722.921	40.847	311.145	-767.454	4.143
0.125	576.743	-1040.625	921.459	322.512	-1030.834	930.128	487.799	-1222.574	961.122	401.672	-1220.761	958.386	602.679	-1153.496	863.903	269.247	-1107.227	863.472	540.957	-1020.446	699.68	582.764	-1158.475	440.135	467.935	-1156.439	428.748	584.369	-1340.191	246.441	552.738	-1446.517	116.433	469.778	-1407.838	111.087	488.77	-1305.354	-1.104	545.016	-1309.125	9.505	590.865	-1365.118	-7.296	350.971	-935.941	701.096	294.777	-965.116	481.206	411.873	-955.183	471.383	286.774	-928.59	217.446	317.629	-899.106	50.666	406.56	-894.712	75.313	415.6	-751.425	12.665	359.96	-722.656	39.959	311.085	-767.24	3.985
0.13	575.96	-1033.422	922.115	321.739	-1024.575	931.221	487.505	-1215.778	961.572	401.439	-1214.327	959.278	602.329	-1146.092	864.082	268.428	-1101.308	864.996	539.659	-1011.55	700.528	583.092	-1146.871	440.176	468.364	-1144.223	427.75	584.789	-1332.163	250.079	553.495	-1441.01	122.043	470.704	-1401.211	115.043	487.836	-1304.733	-2.108	544.636	-1308.55	9.418	590.566	-1364.419	-6.582	350.525	-930.185	702.733	294.846	-956.665	482.498	412.148	-948.821	474.393	286.786	-924.807	217.969	317.594	-899.035	51.267	406.492	-894.105	75.679	415.667	-751.259	11.967	359.885	-722.446	38.657	310.799	-767.009	3.878
0.135	574.684	-1026.495	922.826	320.922	-1018.47	932.496	487.335	-1209.206	962.204	401.347	-1207.9	960.249	602.101	-1138.406	864.138	267.68	-1095.597	866.913	538.411	-1002.463	701.672	583.594	-1134.67	440.463	468.833	-1131.953	426.712	585.197	-1323.832	253.93	553.951	-1434.219	128.163	471.875	-1394.914	119.572	486.436	-1304.585	-3.175	544.105	-1307.971	9.377	590.158	-1363.491	-5.465	350.453	-924.502	704.454	295.21	-948.181	483.783	411.65	-942.065	477.201	286.615	-921.702	218.689	317.469	-898.963	51.92	406.252	-893.319	76.211	415.709	-751.175	11.037	359.735	-721.854	37.422	310.429	-766.768	3.561
0.14	573.459	-1019.723	923.476	319.876	-1012.435	934.109	488.378	-1200.921	962.183	401.351	-1201.454	961.194	601.748	-1131.062	864.41	266.946	-1089.966	868.787	537.271	-993.93	703.212	584.023	-1122.445	440.37	469.35	-1119.284	426.007	585.737	-1314.716	257.491	554.763	-1427.509	133.775	473.069	-1387.788	123.636	485.812	-1304.055	-4.361	543.537	-1307.271	9.506	589.601	-1362.722	-4.338	350.911	-918.548	706.528	295.565	-940.346	485.261	410.928	-934.731	479.566	286.413	-918.995	219.254	317.505	-898.371	51.819	406.097	-892.584	76.701	415.821	-751.241	9.819	359.972	-721.312	36.31	310.136	-766.469	3.384
0.145	572.265	-1012.607	924.479	319.01	-1006.515	935.424	488.464	-1194.267	962.968	401.448	-1195.07	962.274	601.37	-1122.936	864.027	266.621	-1084.33	870.559	536.124	-985.065	704.476	584.453	-1109.746	440.284	469.908	-1106.274	425.609	586.365	-1305.067	261.151	555.333	-1421.011	139.099	474.234	-1380.227	128.024	485.562	-1302.911	-4.868	542.961	-1306.438	10.031	589.122	-1361.5	-2.952	351.766	-912.504	708.757	295.998	-933.007	486.076	410.368	-927.357	481.909	286.225	-916.539	219.858	317.688	-897.613	51.733	406.197	-891.844	76.976	416.128	-750.969	8.305	360.558	-721.002	35.252	310.065	-766.192	3.215
0.15	571.233	-1005.571	925.037	317.865	-1000.657	936.867	488.584	-1187.83	963.841	400.981	-1190.615	964.279	601.145	-1115.698	864.662	267.245	-1078.877	871.725	534.37	-976.122	705.717	584.955	-1097.882	440.385	471.59	-1092.383	425.147	586.954	-1295.127	264.876	556.074	-1413.166	144.734	475.258	-1372.354	132.547	485.43	-1301.245	-4.627	542.381	-1304.993	11.152	588.613	-1360.095	-0.974	352.929	-906.587	710.906	296.114	-926.411	486.628	409.278	-919.869	482.97	286.169	-914.393	220.165	318.126	-896.606	51.596	406.557	-890.395	77.589	416.429	-750.313	7.037	361.595	-720.533	34.024	310.282	-765.982	3.282
0.155	569.923	-998.802	926.025	316.601	-994.817	938.229	488.596	-1181.359	964.835	401.079	-1184.216	965.328	600.633	-1107.914	864.9	267.123	-1073.11	873.208	533.372	-967.493	707.444	585.617	-1085.411	440.457	472.232	-1079.17	425.287	587.476	-1284.799	268.564	556.695	-1405.538	150.79	476.026	-1364.446	137.158	485.545	-1299.172	-4.019	542.22	-1302.377	12.543	588.268	-1358.88	2.426	354.641	-902.334	712.646	296.171	-920.666	486.736	408.439	-912.857	484.095	286.225	-912.371	220.437	318.642	-895.802	51.45	407.207	-889.894	77.454	417.06	-750.433	5.968	362.123	-720.438	33.09	310.504	-765.777	3.419
0.16	568.673	-992.289	927.168	315.263	-988.836	939.719	488.591	-1174.982	965.671	400.928	-1177.89	966.201	600.193	-1100.258	865.058	266.672	-1067.283	874.627	532.251	-958.887	709.019	586.131	-1072.558	440.452	472.943	-1065.737	424.971	588.009	-1274.322	272.254	557.243	-1397.318	156.937	476.803	-1356.25	141.905	485.768	-1296.84	-2.967	542.368	-1299.466	14.186	587.832	-1356.783	6.03	355.836	-896.65	714.809	295.778	-916.099	486.879	407.801	-905.792	483.879	286.416	-910.346	220.248	319.062	-895.285	51.468	407.798	-889.469	77.159	417.492	-750.479	4.827	362.788	-720.266	32.38	310.648	-765.637	3.463
0.165	567.444	-985.86	928.114	314.236	-982.988	940.851	488.492	-1168.58	966.565	400.678	-1171.664	967.106	599.731	-1093.06	866.071	265.994	-1061.175	875.288	530.977	-950.579	710.923	586.565	-1060.245	440.662	473.749	-1052.001	424.694	588.75	-1263.81	275.862	557.531	-1388.931	163.13	477.203	-1348.052	147.182	485.974	-1294.322	-1.31	542.445	-1296.192	16.071	587.804	-1354.773	11.055	356.814	-891.005	716.156	295.433	-911.882	486.71	407.861	-898.967	483.469	286.66	-907.916	219.814	319.438	-895.087	51.479	408.389	-889.104	76.907	417.669	-750.289	3.602	363.351	-720.122	31.69	310.744	-765.531	3.483
0.17	566.008	-979.964	928.951	312.968	-977.168	942.033	488.269	-1162.364	967.435	400.263	-1165.392	967.853	599.196	-1085.853	866.672	265.192	-1054.808	875.781	530.025	-942.316	712.609	587.082	-1047.672	441.16	474.311	-1038.327	424.482	588.796	-1253.238	279.904	557.694	-1380.719	169.708	477.521	-1339.805	152.656	486.16	-1291.614	0.667	543.021	-1292.651	18.591	587.639	-1351.966	16.41	357.487	-885.313	717.068	295.208	-907.801	486.409	406.565	-896.247	481.595	286.892	-905.321	219.233	319.731	-895.003	51.579	408.766	-888.875	76.79	417.932	-750.274	2.724	363.769	-720.033	31.11	310.781	-765.422	3.543
0.175	564.987	-973.899	929.989	311.802	-971.244	943.11	487.868	-1156.163	968.252	399.759	-1159.109	968.397	598.636	-1078.56	867.549	264.192	-1048.562	876.203	529.412	-934.385	713.69	587.402	-1035.15	441.527	474.71	-1024.74	424.413	589.176	-1242.39	283.501	557.842	-1371.426	175.972	477.554	-1331.356	158.492	486.598	-1289.022	3.109	543.965	-1289.06	20.7	587.545	-1348.52	21.754	357.924	-879.363	717.173	294.842	-904.117	486.415	406.63	-891.672	480.988	286.908	-903.162	219.071	319.991	-894.832	51.547	409.054	-888.634	76.619	418.202	-750.347	1.982	364.072	-719.929	30.478	310.842	-765.343	3.554
0.18	564.013	-967.662	931.123	310.757	-965.203	944.092	487.313	-1149.998	969.019	399.068	-1152.969	968.99	598.054	-1071.669	868.478	263.325	-1042.235	876.421	529.127	-926.741	715.184	587.956	-1022.37	442.102	474.922	-1011.451	425.398	589.519	-1231.391	287.457	557.833	-1362.252	182.741	477.619	-1322.424	164.126	487.177	-1285.397	6.891	544.891	-1284.051	23.984	587.6	-1344.201	27.58	357.985	-873.744	716.561	294.379	-900.563	486.322	406.502	-887.928	480.569	286.911	-901.109	219.125	320.233	-894.488	51.407	409.278	-888.364	76.538	418.382	-750.275	1.304	364.353	-719.803	29.906	310.857	-765.177	3.457
0.185	563.129	-961.731	932.299	309.736	-959.207	944.959	486.679	-1143.835	969.732	398.328	-1146.827	969.553	597.412	-1064.627	869.241	262.517	-1035.84	877.2	528.913	-918.863	716.961	588.369	-1009.982	442.908	476.448	-997.626	426.162	589.874	-1220.22	291.172	557.711	-1353.041	188.797	477.582	-1313.042	169.679	488.028	-1280.381	10.91	546.535	-1279.844	27.215	587.91	-1339.045	33.923	357.435	-867.761	715.355	293.946	-896.93	485.857	406.689	-884.58	480.602	287.055	-898.885	218.649	320.405	-894.235	51.302	409.475	-888.134	76.593	418.687	-750.171	1.021	364.635	-719.712	29.509	310.893	-765.161	3.475
0.19	562.231	-955.55	933.924	308.575	-952.716	945.872	485.691	-1137.825	970.403	397.453	-1140.794	970.133	596.562	-1058.228	870.296	261.536	-1029.518	877.824	528.742	-910.884	718.89	588.749	-997.418	443.552	476.893	-983.998	426.513	590.095	-1208.777	294.683	556.867	-1343.59	195.55	477.32	-1303.581	175.377	489.062	-1274.112	15.642	548.736	-1272.197	30.884	588.44	-1332.819	40.419	356.388	-862.283	713.84	293.562	-893.477	485.624	406.537	-882.231	479.572	287.069	-897.058	218.489	320.622	-893.984	51.32	409.63	-887.998	76.606	418.988	-749.995	0.715	364.773	-719.635	29.168	310.896	-765.086	3.496
0.195	561.339	-948.664	935.781	307.82	-946.62	946.583	484.893	-1131.781	971.113	396.625	-1134.652	970.633	595.983	-1051.914	871.571	260.66	-1023.182	878.492	529.062	-902.977	720.473	589.239	-984.263	444.898	477.38	-970.652	427.83	590.213	-1197.21	298.147	556.4	-1333.388	201.614	476.913	-1293.348	180.495	490.646	-1266.413	20.304	550.332	-1264.813	35.011	589.199	-1325.506	46.737	354.394	-855.294	712.917	293.194	-890.069	485.434	406.687	-879.98	479.525	287.064	-895.375	218.444	320.71	-893.823	51.313	409.759	-887.821	76.629	419.114	-750.33	0.237	364.888	-719.453	28.755	310.855	-765.175	3.591
